accession	gtdb_taxonomy
GB_GCA_964448075.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__CAYUUR01;g__CAYUUR01;s__CAYUUR01 sp964448075
GB_GCA_964513905.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__CAMEGH01;s__CAMEGH01 sp964513905
GB_GCA_016196195.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__JACPYF01;s__JACPYF01 sp016196195
GB_GCA_017510425.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosyncoccus;s__Nanosyncoccus sp017510425
GB_GCA_003164595.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__BOG-1338;s__BOG-1338 sp003164595
GB_GCA_964402915.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosyncoccus;s__Nanosyncoccus sp964402915
GB_GCA_964480855.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosyncoccus;s__Nanosyncoccus sp964480855
GB_GCA_021404905.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__QWHN01;g__QWHN01;s__QWHN01 sp021404905
GB_GCA_946409745.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosyncoccus;s__Nanosyncoccus sp946409745
GB_GCA_964460285.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosyncoccus;s__Nanosyncoccus sp964460285
GB_GCA_017511405.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosyncoccus;s__Nanosyncoccus sp017511405
GB_GCA_028289245.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__UBA4729;s__UBA4729 sp028289245
GB_GCA_964499935.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__CALBGR01;s__CALBGR01 sp964499935
GB_GCA_948571325.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosyncoccus;s__Nanosyncoccus sp948571325
GB_GCA_017561835.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosyncoccus;s__Nanosyncoccus sp017561835
GB_GCA_020428465.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__SZUA-47;g__JAGQMY01;s__JAGQMY01 sp020428465
GB_GCA_964477925.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__JAGXIT01;s__JAGXIT01 sp964477925
GB_GCA_937875955.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosynbacter;s__Nanosynbacter sp937875955
GB_GCA_964620175.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__CAYZZS01;g__CAZUIL01;s__CAZUIL01 sp964620175
GB_GCA_958399925.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanoperiomorbus;s__Nanoperiomorbus sp958399925
GB_GCA_013333675.2	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Saccharimonas;s__Saccharimonas sp013333675
GB_GCA_964610335.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__CAILAD01;f__BJGX01;g__CAZSVP01;s__CAZSVP01 sp964610335
GB_GCA_964648105.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__2-12-FULL-41-12;g__JALHOM01;s__JALHOM01 sp964648105
GB_GCA_947425245.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosyncoccus;s__Nanosyncoccus sp947425245
GB_GCA_964584145.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__UBA2834;s__UBA2834 sp964584145
GB_GCA_963539815.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosynbacter;s__Nanosynbacter sp963539815
GB_GCA_017405265.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosyncoccus;s__Nanosyncoccus sp017405265
GB_GCA_016699955.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__JAGXIT01;s__JAGXIT01 sp016699955
GB_GCA_964349645.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__JACPYF01;s__JACPYF01 sp964349645
GB_GCA_964574585.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__SZUA-359;s__SZUA-359 sp964574585
GB_GCA_002299795.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Saccharimonas;s__Saccharimonas sp002299795
GB_GCA_035692985.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__JARIHC01;s__JARIHC01 sp035692985
GB_GCA_905372275.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Saccharimonas;s__Saccharimonas sp905372275
GB_GCA_036388095.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__DASVSL01;s__DASVSL01 sp036388095
GB_GCA_964625245.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__UBA10212;g__CAZVAN01;s__CAZVAN01 sp964625245
GB_GCA_963533665.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosynbacter;s__Nanosynbacter sp963533665
GB_GCA_943353705.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__CAILAD01;f__BJGX01;g__CALRAY01;s__CALRAY01 sp943353705
GB_GCA_044449925.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__JBIOIO01;s__JBIOIO01 sp044449925
GB_GCA_029565375.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__UBA1547;s__UBA1547 sp029565375
GB_GCA_966211425.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__CBIHNH01;s__CBIHNH01 sp966211425
GB_GCA_964613485.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__CAILAD01;f__GCA-016700035;g__JADZGC01;s__JADZGC01 sp964613485
GB_GCA_964540445.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__2-12-FULL-41-12;g__JALQXV01;s__JALQXV01 sp964540445
GB_GCA_030530825.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanogingivalis;s__Nanogingivalis sp030530825
GB_GCA_964494845.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__JAGQNJ01;g__CAYRSA01;s__CAYRSA01 sp964494845
GB_GCA_963528915.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Saccharimonas;s__Saccharimonas sp963528915
GB_GCA_964638825.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__QS-5-54-17;f__QS-5-54-17;g__CAZXAD01;s__CAZXAD01 sp964638825
GB_GCA_001003725.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Mycosynbacter;s__Mycosynbacter sp001003725
GB_GCA_023391075.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__JAEWBQ01;s__JAEWBQ01 sp023391075
GB_GCA_009785325.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__WQWN01;s__WQWN01 sp009785325
GB_GCA_964533425.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__CAZHJG01;s__CAZHJG01 sp964533425
GB_GCA_021810025.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__JAJZMH01;s__JAJZMH01 sp021810025
GB_GCA_905373345.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Saccharimonas;s__Saccharimonas sp905373345
GB_GCA_031266275.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__JAISBI01;s__JAISBI01 sp031266275
GB_GCA_027371845.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__JAJZMH01;s__JAJZMH01 sp027371845
GB_GCA_963456685.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Saccharimonas;s__Saccharimonas sp963456685
GB_GCA_938028605.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanoperiomorbus;s__Nanoperiomorbus sp938028605
GB_GCA_035478435.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__DATLRC01;s__DATLRC01 sp035478435
GB_GCA_049644865.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__JAPUDQ01;s__JAPUDQ01 sp049644865
GB_GCA_964621655.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosyncoccus;s__Nanosyncoccus sp964621655
GB_GCA_964634445.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__AWTP1-31;g__CAZWJA01;s__CAZWJA01 sp964634445
GB_GCA_041691795.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__JBEPTX01;s__JBEPTX01 sp041691795
GB_GCA_002793885.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__UBA10212;g__21-14-0-10-47-8-A;s__21-14-0-10-47-8-A sp002793885
GB_GCA_027325485.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__JAJZWH01;s__JAJZWH01 sp027325485
GB_GCA_018060465.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__UBA1020;s__UBA1020 sp018060465
GB_GCA_964529785.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__JACDBH01;g__JAGQMT01;s__JAGQMT01 sp964529785
GB_GCA_964621845.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__UBA7683;g__CAYRKQ01;s__CAYRKQ01 sp964621845
GB_GCA_049294455.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanogingivalis;s__Nanogingivalis sp049294455
GB_GCA_964510235.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__CAYUUR01;g__CAYUUR01;s__CAYUUR01 sp964510235
GB_GCA_017516075.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosyncoccus;s__Nanosyncoccus sp017516075
GB_GCA_009777365.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__WRLZ01;s__WRLZ01 sp009777365
GB_GCA_905373795.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosynbacter;s__Nanosynbacter sp905373795
GB_GCA_020626475.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__UBA2834;s__UBA2834 sp020626475
GB_GCA_010014665.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__JAPUDS01;s__JAPUDS01 sp010014665
GB_GCA_035479375.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__PMNU01;s__PMNU01 sp035479375
GB_GCA_030535695.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosyncoccus;s__Nanosyncoccus sp030535695
GB_GCA_020428005.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__JACQNP01;g__JAGQNP01;s__JAGQNP01 sp020428005
GB_GCA_030529385.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosynbacter;s__Nanosynbacter sp030529385
GB_GCA_030530425.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__CAMUQR01;s__CAMUQR01 sp030530425
GB_GCA_937876715.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosyncoccus;s__Nanosyncoccus sp937876715
RS_GCF_022828375.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosynbacter;s__Nanosynbacter sp022828375
GB_GCA_035280845.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__EFPC-124;g__DASTDY01;s__DASTDY01 sp035280845
GB_GCA_964384345.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__JASLCR01;s__JASLCR01 sp964384345
GB_GCA_020428105.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__JAGQNK01;g__JAGQNK01;s__JAGQNK01 sp020428105
GB_GCA_964442535.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosyncoccus;s__Nanosyncoccus sp964442535
GB_GCA_017514675.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosyncoccus;s__Nanosyncoccus sp017514675
GB_GCA_035690865.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__CAMLQK01;s__CAMLQK01 sp035690865
GB_GCA_028286285.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__JAQBRV01;s__JAQBRV01 sp028286285
GB_GCA_964447105.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__EFPC-124;g__CAYURH01;s__CAYURH01 sp964447105
GB_GCA_036526295.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__CAMLKC01;s__CAMLKC01 sp036526295
GB_GCA_045541635.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosyncoccus;s__Nanosyncoccus sp045541635
GB_GCA_042642485.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Saccharimonas;s__Saccharimonas sp042642485
GB_GCA_036782475.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__JAGXIT01;s__JAGXIT01 sp036782475
GB_GCA_964236675.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__JBDSWU01;s__JBDSWU01 sp964236675
GB_GCA_964439975.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosyncoccus;s__Nanosyncoccus sp964439975
RS_GCF_030253515.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosynbacter;s__Nanosynbacter lyticus_A
GB_GCA_031548885.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__JAVBQO01;s__JAVBQO01 sp031548885
GB_GCA_043725845.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__UBA10212;g__JAYSLE01;s__JAYSLE01 sp043725845
GB_GCA_916438855.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__SDRW01;s__SDRW01 sp916438855
GB_GCA_963515375.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosynbacter;s__Nanosynbacter sp963515375
GB_GCA_009777315.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__WRMD01;s__WRMD01 sp009777315
GB_GCA_003133385.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__PKXF01;s__PKXF01 sp003133385
GB_GCA_013333515.2	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanoperiomorbus;s__Nanoperiomorbus sp013333515
GB_GCA_016286785.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosyncoccus;s__Nanosyncoccus sp016286785
GB_GCA_035457485.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__EFPC-124;g__DATIBO01;s__DATIBO01 sp035457485
GB_GCA_035544015.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__UBA4664;f__UBA4664;g__UBA5169;s__UBA5169 sp035544015
GB_GCA_037135295.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__UBA1547;s__UBA1547 sp037135295
GB_GCA_021778755.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__UBA1547;s__UBA1547 sp021778755
GB_GCA_964349795.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__OMJO01;g__CAYGHF01;s__CAYGHF01 sp964349795
GB_GCA_964565615.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__JAGQNJ01;g__HK-STAS-PATE-36;s__HK-STAS-PATE-36 sp964565615
GB_GCA_002351365.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__UBA2834;s__UBA2834 sp002351365
GB_GCA_964642275.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__JACDBH01;g__CAZXOA01;s__CAZXOA01 sp964642275
GB_GCA_004100325.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Microsaccharimonas;s__Microsaccharimonas sossegonensis
GB_GCA_027492465.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Saccharimonas;s__Saccharimonas sp027492465
GB_GCA_903889015.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__UBA1547;s__UBA1547 sp903889015
GB_GCA_937935245.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosynbacter;s__Nanosynbacter sp937935245
GB_GCA_963743435.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__JAGXIT01;s__JAGXIT01 sp963743435
GB_GCA_037200465.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__JAJZCD01;s__JAJZCD01 sp037200465
GB_GCA_963716945.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__DASRLG01;s__DASRLG01 sp963716945
GB_GCA_035718045.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__UBA10212;g__DASTHV01;s__DASTHV01 sp035718045
GB_GCA_964585425.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__UBA4664;f__CAYXHD01;g__CAYXHD01;s__CAYXHD01 sp964585425
GB_GCA_947364965.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosyncoccus;s__Nanosyncoccus sp947364965
GB_GCA_045604885.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosyncoccus;s__Nanosyncoccus sp045604885
GB_GCA_023432445.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Microsaccharimonas;s__Microsaccharimonas sp023432445
GB_GCA_038230895.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__JAJXTN01;s__JAJXTN01 sp038230895
GB_GCA_963525145.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Saccharimonas;s__Saccharimonas sp963525145
GB_GCA_002952755.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__PMNU01;s__PMNU01 sp002952755
GB_GCA_020631975.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__CAIOMD01;g__JACKGO01;s__JACKGO01 sp020631975
GB_GCA_004322265.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__UBA1547;s__UBA1547 sp004322265
GB_GCA_964636435.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__JAGQNK01;g__JAGQNK01;s__JAGQNK01 sp964636435
GB_GCA_938045495.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanoperiomorbus;s__Nanoperiomorbus sp938045495
GB_GCA_029557395.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__JACDBH01;g__JAGQMT01;s__JAGQMT01 sp029557395
GB_GCA_964574245.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__JAGXIT01;s__JAGXIT01 sp964574245
GB_GCA_964458165.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__JACDBH01;g__CAYWFI01;s__CAYWFI01 sp964458165
GB_GCA_964444775.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosyncoccus;s__Nanosyncoccus sp964444775
GB_GCA_031278275.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__JAISOF01;s__JAISOF01 sp031278275
GB_GCA_038239685.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__JBBSEN01;s__JBBSEN01 sp038239685
GB_GCA_964652125.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__JANWIN01;g__CAZFNQ01;s__CAZFNQ01 sp964652125
GB_GCA_963619335.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosyncoccus;s__Nanosyncoccus sp963619335
GB_GCA_035276765.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__DATASD01;s__DATASD01 sp035276765
GB_GCA_045535655.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosyncoccus;s__Nanosyncoccus sp045535655
GB_GCA_039809105.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__JBDHUJ01;s__JBDHUJ01 sp039809105
GB_GCA_015257705.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosynbacter;s__Nanosynbacter sp015257705
GB_GCA_964508535.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__PMNU01;s__PMNU01 sp964508535
GB_GCA_021803105.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__JAJZWG01;s__JAJZWG01 sp021803105
GB_GCA_964582425.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosyncoccus;s__Nanosyncoccus sp964582425
GB_GCA_045615025.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Nanosyncoccus;s__Nanosyncoccus sp045615025
GB_GCA_964587465.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__CAIOMD01;g__JBBRSL01;s__JBBRSL01 sp964587465
GB_GCA_039738615.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__CAILAD01;f__BJGX01;g__JBCLLP01;s__JBCLLP01 sp039738615
GB_GCA_903900685.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__CAIYEO01;s__CAIYEO01 sp903900685
GB_GCA_021848145.1	d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__JAJZWH01;s__JAJZWH01 sp021848145
